input,key_index,prefix,last_key,run1_yune_total_us,run2_yune_total_us,run3_yune_total_us,run4_yune_total_us,run5_yune_total_us,yune_total_us,yune_process_us,yune_get_context_us,yune_free_context_us,yune_total_spread_pct,yune_candidate_count,yune_text_bytes,yune_comment_bytes,yune_preedit_bytes,yune_text_fnv1a64,yune_comment_fnv1a64,yune_preedit_fnv1a64,yune_snapshot_fnv1a64,run1_librime_total_us,run2_librime_total_us,run3_librime_total_us,run4_librime_total_us,run5_librime_total_us,librime_total_us,librime_process_us,librime_get_context_us,librime_free_context_us,librime_total_spread_pct,librime_candidate_count,librime_text_bytes,librime_comment_bytes,librime_preedit_bytes,librime_text_fnv1a64,librime_comment_fnv1a64,librime_preedit_fnv1a64,librime_snapshot_fnv1a64,yune_librime_total_ratio,faster_engine,candidate_count_exact,text_fnv1a64_exact,comment_fnv1a64_exact,preedit_fnv1a64_exact,snapshot_fnv1a64_exact
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,13,zhegeyinqingq,q,42.105,41.791,41.897,41.916,42.791,41.916,41.375,0.459,0.083,2.4,5,24,0,13,edde1a21e4982eb5,e4bc4fd9252be94f,e1462decb48555fe,60f11693ca7801c9,406.834,403.916,409.145,408.271,402.230,406.834,402.542,4.166,0.042,1.7,5,42,0,17,437c42e4a437f246,e4bc4fd9252be94f,cd53792ddc7cc4f8,3581b79c1d04ac42,0.103,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,14,zhegeyinqingqi,i,44.478,43.896,44.041,44.084,44.749,44.084,43.584,0.417,0.083,1.9,5,36,0,14,8876389b80f9cc30,e4bc4fd9252be94f,40606dbb6d9f110a,872e4b8ad0ed182a,32.917,33.501,33.146,33.478,33.374,33.374,30.291,3.083,0.042,1.8,5,36,0,18,8876389b80f9cc30,e4bc4fd9252be94f,12f0b26d595a1508,212c4f05c67f2828,1.321,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,15,zhegeyinqingqis,s,46.459,45.666,45.791,45.895,46.625,45.895,45.333,0.458,0.084,2.1,5,24,0,15,edde1a21e4982eb5,e4bc4fd9252be94f,ed763f1e85f965d8,055159e26d2249cf,398.895,396.833,401.125,401.791,396.792,398.895,394.729,4.084,0.042,1.3,5,45,0,20,2f50daa27e194c07,e4bc4fd9252be94f,dafac2155471ef8b,1bca8de0e50d9556,0.115,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,16,zhegeyinqingqish,h,46.397,45.896,46.083,45.959,46.979,46.083,45.500,0.459,0.084,2.4,5,24,0,16,edde1a21e4982eb5,e4bc4fd9252be94f,faf2770b5db62873,7f4f9a3fe156226e,459.793,460.500,463.770,464.729,456.166,460.500,456.334,4.084,0.042,1.9,5,45,0,21,2f50daa27e194c07,e4bc4fd9252be94f,5068ead739ee5c76,d5fda05f59ba8b0d,0.100,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,17,zhegeyinqingqishi,i,48.750,48.041,48.397,48.293,50.042,48.397,47.875,0.458,0.083,4.2,5,39,0,17,5b4fb955c6112971,e4bc4fd9252be94f,4dad9b5202fd56b9,494e0c89cc9fde94,38.709,39.541,39.042,39.418,39.062,39.062,36.000,3.084,0.042,2.2,5,39,0,22,5b4fb955c6112971,e4bc4fd9252be94f,964ec0c20d6eca72,e5a562e72044e2bd,1.239,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,18,zhegeyinqingqishiy,y,48.895,48.147,48.396,48.230,49.291,48.396,47.833,0.500,0.083,2.4,5,24,0,18,edde1a21e4982eb5,e4bc4fd9252be94f,fe6524a323e7f107,ba56723b459af966,395.584,393.604,397.666,398.333,392.542,395.584,391.167,4.167,0.042,1.5,5,48,0,24,105ec3720a6a16aa,e4bc4fd9252be94f,f344b519de188fc7,ac2675bdd6ce51b5,0.122,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,19,zhegeyinqingqishiyi,i,50.313,49.812,50.105,49.791,50.791,50.105,49.562,0.458,0.083,2.0,5,42,0,19,82e2b5d8a5cd8908,e4bc4fd9252be94f,e371707639fb7991,51e55e25214eba11,40.688,41.229,40.999,41.291,40.813,40.999,37.605,3.333,0.042,1.5,5,42,0,25,82e2b5d8a5cd8908,e4bc4fd9252be94f,7fd1abb1b04f792d,d86ee30b6a1fcdad,1.222,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,20,zhegeyinqingqishiyin,n,51.978,51.353,51.542,51.501,52.249,51.542,51.000,0.417,0.083,1.7,5,42,0,20,f49a537c90caaf64,e4bc4fd9252be94f,4f24034bea241ac2,2daf499ced9af4de,32.792,32.791,32.563,32.938,32.124,32.791,29.521,3.167,0.042,2.5,5,42,0,26,f49a537c90caaf64,e4bc4fd9252be94f,92df9959fb54a6aa,3405f58d414ccace,1.572,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,21,zhegeyinqingqishiying,g,54.228,53.584,53.668,53.624,54.229,53.668,53.167,0.417,0.083,1.2,5,42,0,21,0ed3e8384f6c76f4,e4bc4fd9252be94f,11b16c1484c501dc,3e55e65954e2cba8,34.167,34.022,34.000,34.291,33.459,34.022,30.834,3.125,0.042,2.5,5,42,0,27,0ed3e8384f6c76f4,e4bc4fd9252be94f,c4a99e544a251ab0,19620c7a5af696f4,1.577,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,22,zhegeyinqingqishiyingg,g,54.063,53.625,53.938,53.707,54.479,53.938,53.334,0.500,0.083,1.6,5,24,0,22,edde1a21e4982eb5,e4bc4fd9252be94f,c3e973c9c8eeaf56,544b54bd4b3203b3,487.230,486.667,488.250,491.562,485.645,487.230,482.771,4.417,0.042,1.2,5,51,0,29,0ffcb7e6d4af2f42,e4bc4fd9252be94f,9350ce289424eeb7,66d429669c7cba7b,0.111,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,23,zhegeyinqingqishiyingga,a,55.832,55.501,55.750,55.500,56.375,55.750,55.208,0.417,0.083,1.6,5,45,0,23,686092e9e3459417,e4bc4fd9252be94f,203d448a3f1936da,96a606106a8dd1c1,47.396,48.313,47.791,48.479,47.979,47.979,44.688,3.333,0.042,2.3,5,45,0,30,686092e9e3459417,e4bc4fd9252be94f,288682b1bb8e7729,a6e82d689fb4dcc4,1.162,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,24,zhegeyinqingqishiyinggai,i,58.458,58.168,58.437,58.145,58.958,58.437,57.917,0.417,0.083,1.4,5,45,0,24,5d868ed42e5e5f70,e4bc4fd9252be94f,4fa48d918476d2da,f2488c2e6a7757d4,37.312,37.416,37.146,37.562,36.833,37.312,34.083,3.209,0.042,2.0,5,45,0,31,5d868ed42e5e5f70,e4bc4fd9252be94f,b6b36ebeb74f7f0b,d4ea73821be6e8ad,1.566,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,25,zhegeyinqingqishiyinggaiz,z,58.687,58.209,58.500,58.187,59.063,58.500,57.917,0.500,0.083,1.5,5,24,0,25,edde1a21e4982eb5,e4bc4fd9252be94f,307ca759d152d8ff,4887465172f52644,545.062,543.854,545.584,547.980,542.125,545.062,540.583,4.354,0.042,1.1,5,54,0,33,b16760f7ae073c8c,e4bc4fd9252be94f,c7db46423746be07,fe3b3baf11212acb,0.107,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,26,zhegeyinqingqishiyinggaizh,h,59.500,59.166,59.416,59.020,60.188,59.416,58.833,0.459,0.083,2.0,5,24,0,26,edde1a21e4982eb5,e4bc4fd9252be94f,e258a5fd94c8b49a,64217bb7d8dc9543,613.353,611.937,613.875,615.396,606.396,613.353,608.958,4.312,0.042,1.5,5,57,0,35,08a4556e6a2cc3f3,e4bc4fd9252be94f,23218c7d51f7b33d,0eb372993fbdeefa,0.097,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,27,zhegeyinqingqishiyinggaizhi,i,62.104,61.729,62.062,61.749,62.853,62.062,61.541,0.417,0.083,1.8,5,48,0,27,39f5952e4c8fa9d8,e4bc4fd9252be94f,ab07cfae9154525a,9532cf133b29ba76,54.083,55.209,54.439,55.168,54.688,54.688,51.417,3.333,0.042,2.1,5,48,0,35,39f5952e4c8fa9d8,e4bc4fd9252be94f,23df8b7d5298da92,f8f98980624e3e1e,1.135,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,28,zhegeyinqingqishiyinggaizhic,c,62.855,62.522,62.730,62.459,63.229,62.730,62.167,0.459,0.083,1.2,5,24,0,28,edde1a21e4982eb5,e4bc4fd9252be94f,3f7b4adfaa16c914,541ac7e71772b25d,539.333,540.521,541.292,543.708,540.854,540.854,536.520,4.209,0.042,0.8,5,57,0,37,e2c9c59f0dd7da38,e4bc4fd9252be94f,5bc589627293dbd1,e3e3305cf607b2b3,0.116,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,29,zhegeyinqingqishiyinggaizhich,h,62.480,62.270,62.228,61.999,63.062,62.270,61.688,0.458,0.083,1.7,5,24,0,29,edde1a21e4982eb5,e4bc4fd9252be94f,6560daf92a9142a3,fdbf992f0ebe15e0,600.083,600.563,603.147,603.542,595.021,600.563,596.250,4.292,0.042,1.4,5,57,0,38,e2c9c59f0dd7da38,e4bc4fd9252be94f,8b171c00f5fdaa40,8a04779ff6c9136a,0.104,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,30,zhegeyinqingqishiyinggaizhichi,i,64.834,64.521,64.499,64.147,65.624,64.521,64.000,0.417,0.083,2.3,5,51,0,30,33ee5bdedda8049a,e4bc4fd9252be94f,00345dba5e194df5,1f4baf166b936495,59.312,60.084,59.603,60.376,59.333,59.603,56.270,3.333,0.042,1.8,5,51,0,39,33ee5bdedda8049a,e4bc4fd9252be94f,760d984ddecba1d0,48736d3625167f70,1.083,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,31,zhegeyinqingqishiyinggaizhichic,c,64.521,64.249,64.374,64.187,65.063,64.374,63.750,0.500,0.084,1.4,5,24,0,31,edde1a21e4982eb5,e4bc4fd9252be94f,747144006d707cd5,32350fa92601dece,546.250,545.022,547.375,548.687,542.979,546.250,541.916,4.250,0.042,1.1,5,60,0,41,e78b052e67f097ad,e4bc4fd9252be94f,700c97452bbd7cdf,ec40094fbcbff1ac,0.118,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,32,zhegeyinqingqishiyinggaizhichich,h,64.375,64.230,64.333,64.042,64.854,64.333,63.709,0.500,0.084,1.3,5,24,0,32,edde1a21e4982eb5,e4bc4fd9252be94f,60640e5936bca730,69b15783c0ea1cdd,601.688,600.062,603.812,606.291,593.875,601.688,597.229,4.250,0.042,2.1,5,60,0,42,394c149d3821d7bc,e4bc4fd9252be94f,067eee6f11e2fc1e,891d64fd4649e5ce,0.107,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,33,zhegeyinqingqishiyinggaizhichicha,a,66.938,66.459,66.624,66.334,67.354,66.624,66.020,0.500,0.083,1.5,5,54,0,33,dcbc21df433267cc,e4bc4fd9252be94f,ff39012d53e81110,43b7c25778a6babc,63.958,64.855,64.417,65.208,64.062,64.417,61.084,3.375,0.042,2.0,5,54,0,43,dcbc21df433267cc,e4bc4fd9252be94f,554dd63977ee2a12,86d9ae2f752c8bbe,1.034,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,34,zhegeyinqingqishiyinggaizhichichao,o,70.207,69.312,69.416,69.146,70.438,69.416,68.812,0.500,0.084,1.9,5,54,0,34,1001d00d50e20bc0,e4bc4fd9252be94f,338760afc7420eb2,bd5a808a158c9b96,55.939,55.958,55.792,56.354,55.208,55.939,52.604,3.250,0.042,2.1,5,54,0,44,1001d00d50e20bc0,e4bc4fd9252be94f,f9d0922a259527a4,22afc15591296760,1.241,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,35,zhegeyinqingqishiyinggaizhichichaoc,c,69.022,68.751,68.834,68.583,69.334,68.834,68.188,0.542,0.084,1.1,5,24,0,35,edde1a21e4982eb5,e4bc4fd9252be94f,350f82dccb91b170,d089f8f708a9ce7f,691.563,684.022,688.708,690.438,682.354,688.708,684.417,4.334,0.042,1.3,5,63,0,46,618f1da46a5ad0fd,e4bc4fd9252be94f,838b34d3e8dfa70f,f8e805a05dc1e184,0.100,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,36,zhegeyinqingqishiyinggaizhichichaoch,h,71.564,69.499,69.666,69.353,70.396,69.666,69.021,0.542,0.083,3.2,5,24,0,36,edde1a21e4982eb5,e4bc4fd9252be94f,c58c16884351cf93,e1c454560549efee,764.958,748.500,754.563,758.708,751.375,754.563,750.250,4.333,0.042,2.2,5,63,0,47,618f1da46a5ad0fd,e4bc4fd9252be94f,2e9b308d41338752,07df3c003a2e37ff,0.092,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,37,zhegeyinqingqishiyinggaizhichichaocha,a,74.229,73.084,73.062,72.980,73.854,73.084,72.500,0.500,0.083,1.7,5,57,0,37,d85a42e312020d5e,e4bc4fd9252be94f,1562c15922851cf9,d0447c2321b94ddd,75.520,75.062,74.417,75.647,74.374,75.062,71.667,3.375,0.042,1.7,5,57,0,48,d85a42e312020d5e,e4bc4fd9252be94f,150af963b3c64ad6,fb2ef9cf38a8d12a,0.974,yune,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,38,zhegeyinqingqishiyinggaizhichichaochan,n,76.688,75.834,75.812,75.688,76.791,75.834,75.230,0.459,0.083,1.5,5,57,0,38,6b25dbdb874671f4,e4bc4fd9252be94f,a71c85d83c2b479e,6bbb72a53d54e218,60.834,60.562,60.564,61.500,59.855,60.564,57.334,3.250,0.042,2.7,5,57,0,49,6b25dbdb874671f4,e4bc4fd9252be94f,129c05adb2fb59ef,f2dc9f41f630ef31,1.252,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,39,zhegeyinqingqishiyinggaizhichichaochang,g,78.667,78.292,78.457,78.063,79.291,78.457,77.895,0.459,0.083,1.6,5,57,0,39,fd6a6dda66763458,e4bc4fd9252be94f,bc0a41c26740984c,b5b074cbb43bc2ae,60.916,60.667,60.793,61.728,59.896,60.793,57.563,3.188,0.042,3.1,5,57,0,50,fd6a6dda66763458,e4bc4fd9252be94f,0af9b54b7e58cf2f,686d0746549550a5,1.291,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,40,zhegeyinqingqishiyinggaizhichichaochangj,j,83.459,80.896,80.875,80.439,81.916,80.896,80.271,0.542,0.083,3.8,5,24,0,40,edde1a21e4982eb5,e4bc4fd9252be94f,cd30aab2318d0241,e75c3f2c49f1d564,955.062,942.562,952.063,952.750,948.666,952.063,947.729,4.334,0.042,1.3,5,66,0,52,9f14fe98c2a1b8e5,e4bc4fd9252be94f,eb404e035bb7a9a3,4952951935537f92,0.085,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,41,zhegeyinqingqishiyinggaizhichichaochangju,u,89.188,85.000,84.855,84.687,86.000,85.000,84.416,0.500,0.083,5.3,5,60,0,41,12837479d9e49010,e4bc4fd9252be94f,0bc348bd93c73cbf,a961ea9e802234c3,84.688,83.291,83.499,85.522,83.520,83.520,80.249,3.333,0.042,2.7,5,60,0,53,12837479d9e49010,e4bc4fd9252be94f,df5ab43e87d11985,dace5297ed09f0e1,1.018,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,42,zhegeyinqingqishiyinggaizhichichaochangjuz,z,89.729,87.374,87.333,86.729,88.083,87.374,86.750,0.542,0.083,3.5,5,24,0,42,edde1a21e4982eb5,e4bc4fd9252be94f,435e39d2f5b8159c,bfc39606f8f0071d,940.292,929.729,935.000,938.146,929.396,935.000,930.750,4.333,0.042,1.2,5,69,0,55,fb9bb06cb556b08d,e4bc4fd9252be94f,8b2fa70b383d7a25,4c2edc8028e9d8b8,0.093,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,43,zhegeyinqingqishiyinggaizhichichaochangjuzi,i,93.042,90.437,90.458,89.897,91.375,90.458,89.875,0.500,0.083,3.5,5,63,0,43,4ad0a89f1720c1c3,e4bc4fd9252be94f,8440e21c315830c8,623bbca8546ee71f,87.957,87.147,86.667,88.729,86.604,87.147,83.709,3.375,0.042,2.5,5,63,0,56,4ad0a89f1720c1c3,e4bc4fd9252be94f,8fba7fde4e830d9b,fb32656f07a33446,1.038,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,44,zhegeyinqingqishiyinggaizhichichaochangjuzis,s,96.542,92.041,92.084,91.459,92.959,92.084,91.500,0.541,0.083,5.6,5,24,0,44,edde1a21e4982eb5,e4bc4fd9252be94f,74aecbcc238183fa,32d8bd9bda02ec5b,936.916,927.605,933.667,933.604,922.917,933.604,929.312,4.333,0.042,1.5,5,72,0,58,ff3b2af5a2a9b0a6,e4bc4fd9252be94f,62c5105bef28e49c,694cd0d7f8390b92,0.099,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,45,zhegeyinqingqishiyinggaizhichichaochangjuzish,h,97.812,93.291,93.438,92.835,94.207,93.438,92.834,0.500,0.083,5.4,5,24,0,45,edde1a21e4982eb5,e4bc4fd9252be94f,ba2d347b25720e7d,02016104394acbf2,1005.167,994.875,1004.979,1003.312,992.145,1003.312,998.958,4.333,0.042,1.3,5,72,0,59,ff3b2af5a2a9b0a6,e4bc4fd9252be94f,3d7f5f476aeef40b,0c5401af52d7b715,0.093,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,46,zhegeyinqingqishiyinggaizhichichaochangjuzishu,u,99.730,96.751,96.916,96.167,98.333,96.916,96.312,0.500,0.083,3.7,5,66,0,46,044258f9b5a5d361,e4bc4fd9252be94f,dd3f8e85037ced3f,733dfe0a4845ee42,93.854,93.375,93.166,95.146,92.895,93.375,89.916,3.375,0.042,2.4,5,66,0,60,044258f9b5a5d361,e4bc4fd9252be94f,70e5d5cb85b75f59,e0ef40f0dbc9baf4,1.038,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,47,zhegeyinqingqishiyinggaizhichichaochangjuzishur,r,100.625,97.833,97.583,97.084,98.874,97.833,97.230,0.541,0.084,3.6,5,24,0,47,edde1a21e4982eb5,e4bc4fd9252be94f,3cda2fed4db26f3c,f806c4ef6e5f7cab,964.895,955.604,960.833,959.938,954.417,959.938,955.396,4.334,0.042,1.1,5,75,0,62,3c8b36e6ae7586fc,e4bc4fd9252be94f,90ac71ed4a7d3bc5,3136357d4f98fbdb,0.102,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,48,zhegeyinqingqishiyinggaizhichichaochangjuzishuru,u,104.542,99.501,99.312,99.083,100.812,99.501,98.916,0.500,0.084,5.5,5,69,0,48,4007355870541f9e,e4bc4fd9252be94f,8cbfd34faf78a380,3a918c7810829388,96.209,95.814,95.500,96.959,95.042,95.814,92.397,3.375,0.042,2.0,5,69,0,63,4007355870541f9e,e4bc4fd9252be94f,99344db2cbb0808f,3c54e68f3e9ee197,1.038,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,49,zhegeyinqingqishiyinggaizhichichaochangjuzishuruc,c,105.396,101.459,101.417,100.875,102.918,101.459,100.834,0.542,0.084,4.5,5,24,0,49,edde1a21e4982eb5,e4bc4fd9252be94f,3bc1f8ba3884c3f2,aa57dd4c9518c43d,970.083,961.480,966.792,966.813,960.021,966.792,962.354,4.417,0.042,1.0,5,78,0,65,77284fecaa0f6427,e4bc4fd9252be94f,e223f4bd2c28439c,7fb49561831f8521,0.105,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,50,zhegeyinqingqishiyinggaizhichichaochangjuzishuruca,a,104.145,103.688,103.688,103.041,109.584,103.688,103.105,0.500,0.084,6.3,5,72,0,50,f94f312dde5f1d0c,e4bc4fd9252be94f,13b6241381c2d10e,003cf9179a0890a2,100.166,102.416,99.542,100.938,99.520,100.166,96.708,3.354,0.042,2.9,5,72,0,66,f94f312dde5f1d0c,e4bc4fd9252be94f,0c4f9ca33645b15c,386e729a79b057c0,1.035,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,51,zhegeyinqingqishiyinggaizhichichaochangjuzishurucai,i,109.292,106.522,106.749,105.833,108.812,106.749,106.188,0.500,0.084,3.3,5,72,0,51,e3f9054f9445e769,e4bc4fd9252be94f,c0b205091a26f0b2,44ae120bae318615,78.458,79.625,78.584,80.208,78.083,78.584,75.438,3.229,0.042,2.7,5,72,0,67,e3f9054f9445e769,e4bc4fd9252be94f,864f4468ac0db814,b931056ea789ae7f,1.358,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,52,zhegeyinqingqishiyinggaizhichichaochangjuzishurucain,n,111.084,108.459,108.793,107.896,114.250,108.793,108.166,0.542,0.083,5.9,5,24,0,52,edde1a21e4982eb5,e4bc4fd9252be94f,abfcfe379df6abf3,a1e178dbd7d8ba82,992.438,981.147,990.208,991.980,977.896,990.208,985.729,4.417,0.042,1.5,5,81,0,69,51fe4172174458fe,e4bc4fd9252be94f,f080aebcba464254,ea6f1d23a5aab934,0.110,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,53,zhegeyinqingqishiyinggaizhichichaochangjuzishurucaine,e,117.834,111.791,111.749,110.958,113.541,111.791,111.167,0.500,0.083,6.2,5,75,0,53,17123f140bba69e8,e4bc4fd9252be94f,4e216f90d7ca2a29,efc1db32f1ef9057,103.230,103.728,102.438,104.521,102.146,103.230,99.834,3.375,0.042,2.3,5,75,0,70,17123f140bba69e8,e4bc4fd9252be94f,9a0aaa5ad83726d8,e00f841ba4c88176,1.083,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,54,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainen,n,117.187,115.438,115.542,114.688,118.770,115.542,115.000,0.458,0.083,3.6,5,75,0,54,cf882ca3ff1e13ad,e4bc4fd9252be94f,a376673179585302,bae99dee33624199,82.480,82.625,82.126,83.833,81.230,82.480,79.188,3.208,0.042,3.2,5,75,0,71,cf882ca3ff1e13ad,e4bc4fd9252be94f,3b6b45053c590189,07eecc09d96a479c,1.401,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,55,zhegeyinqingqishiyinggaizhichichaochangjuzishurucaineng,g,122.896,119.146,119.459,118.625,123.791,119.459,118.875,0.459,0.083,4.4,5,75,0,55,c95d3b52f7075f2c,e4bc4fd9252be94f,2a384732fead301c,a716f4b74816ec2e,84.042,84.146,83.771,84.772,82.896,84.042,80.730,3.208,0.042,2.3,5,75,0,72,c95d3b52f7075f2c,e4bc4fd9252be94f,d32d75b62f420b89,f80f2761814b2f5b,1.421,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,56,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengy,y,124.584,121.792,122.168,121.417,125.522,122.168,121.541,0.541,0.083,3.4,5,24,0,56,edde1a21e4982eb5,e4bc4fd9252be94f,5343f922f8431464,d480adff871fac3d,1113.542,1101.792,1107.146,1114.459,1106.104,1107.146,1102.729,4.479,0.042,1.1,5,84,0,74,f8fe7a539854abde,e4bc4fd9252be94f,c16b379c300be250,0c5c5146cc23c6f6,0.110,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,57,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyo,o,126.105,125.188,125.458,124.562,127.105,125.458,124.875,0.459,0.083,2.0,5,78,0,57,9a5e67dc0febd21a,e4bc4fd9252be94f,2b19496d11cad03a,6d5cb954a6f83b38,112.918,112.895,111.499,113.749,111.084,112.895,109.395,3.334,0.042,2.4,5,78,0,75,9a5e67dc0febd21a,e4bc4fd9252be94f,0f16c25e4b711be2,eb6b9a54508a5894,1.111,librime,yes,yes,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,58,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyon,n,129.459,128.188,128.542,127.666,132.355,128.542,127.959,0.541,0.083,3.7,5,24,0,58,edde1a21e4982eb5,e4bc4fd9252be94f,a08a01cb1cf211af,b7296934972102ea,1159.521,1150.438,1155.938,1164.229,1157.583,1157.583,1153.104,4.417,0.042,1.2,5,84,0,76,4f5f8c505693d9a6,e4bc4fd9252be94f,3431f3f89b7464a3,f413e352b504741d,0.111,yune,yes,no,yes,no,no
zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,59,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,g,133.250,130.625,130.916,129.938,134.603,130.916,130.333,0.459,0.083,3.6,5,78,0,59,dd392566de0118a4,e4bc4fd9252be94f,95e5df70ba8ea10b,ddd5596086e664d3,115.832,114.897,114.250,116.500,113.584,114.897,111.459,3.375,0.042,2.6,5,78,0,77,dd392566de0118a4,e4bc4fd9252be94f,d52ea363084ad50b,a83727f02b17f613,1.139,librime,yes,yes,yes,no,no
