"dictionary_commit","dictionary_tree","dictionary_manifest_sha256","dictionary_import_tables","opencc_sha256","opencc_line","key","outputs","code","siblings","locations"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","40","縕","緼 縕","wan1","緼 縕","緼@jyut6ping3.chars.dict.yaml:29969;縕@jyut6ping3.chars.dict.yaml:29970"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","40","縕","緼 縕","wan3","緼 縕","緼@jyut6ping3.chars.dict.yaml:30012;縕@jyut6ping3.chars.dict.yaml:30013"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","41","纔","才 纔","coi4","才 纔","才@jyut6ping3.chars.dict.yaml:4006;纔@jyut6ping3.chars.dict.yaml:4008"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","42","脣","唇 脣","seon4","唇 脣","唇@jyut6ping3.chars.dict.yaml:26316;脣@jyut6ping3.chars.dict.yaml:26331"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","43","脫","脱 脫","tyut3","脱 脫","脱@jyut6ping3.chars.dict.yaml:29378;脫@jyut6ping3.chars.dict.yaml:29377"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","44","膃","腽 膃","wat1","腽 膃","腽@jyut6ping3.chars.dict.yaml:30228;膃@jyut6ping3.chars.dict.yaml:30229"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","45","臥","卧 臥","ngo6","卧 臥","卧@jyut6ping3.chars.dict.yaml:23248;臥@jyut6ping3.chars.dict.yaml:23250"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","46","臺","台 臺","toi4","台 臺","台@jyut6ping3.chars.dict.yaml:28910;臺@jyut6ping3.chars.dict.yaml:28923"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","47","菸","煙 菸","jin1","煙 菸","煙@jyut6ping3.chars.dict.yaml:14662;菸@jyut6ping3.chars.dict.yaml:14668"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","48","蒕","蒀 蒕","wan1","蒀 蒕","蒀@jyut6ping3.chars.dict.yaml:29971;蒕@jyut6ping3.chars.dict.yaml:29972"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","49","蔥","葱 蔥","cung1","葱 蔥","葱@jyut6ping3.chars.dict.yaml:4329;蔥@jyut6ping3.chars.dict.yaml:4331"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","50","蔿","蒍 蔿","wai2","蒍 蔿","蒍@jyut6ping3.chars.dict.yaml:29723;蔿@jyut6ping3.chars.dict.yaml:29724"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","51","蘊","藴 蘊","wan3","藴 蘊","藴@jyut6ping3.chars.dict.yaml:30016;蘊@jyut6ping3.chars.dict.yaml:30017"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","52","蛻","蜕 蛻","seoi3","蜕 蛻","蜕@jyut6ping3.chars.dict.yaml:26088;蛻@jyut6ping3.chars.dict.yaml:26087"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","52","蛻","蜕 蛻","teoi3","蜕 蛻","蜕@jyut6ping3.chars.dict.yaml:28433;蛻@jyut6ping3.chars.dict.yaml:28432"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","53","衆","眾 衆","zung3","眾 衆","眾@jyut6ping3.chars.dict.yaml:34071;衆@jyut6ping3.chars.dict.yaml:34082"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","54","衛","衞 衛","wai6","衞 衛","衞@jyut6ping3.chars.dict.yaml:29931;衛@jyut6ping3.chars.dict.yaml:29930"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","55","覈","核 覈","hat6","核 覈","核@jyut6ping3.chars.dict.yaml:11614;覈@jyut6ping3.chars.dict.yaml:11632"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","56","說","説 說","jyut6","説 說","説@jyut6ping3.chars.dict.yaml:16645;說@jyut6ping3.chars.dict.yaml:16644"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","56","說","説 說","seoi3","説 說","説@jyut6ping3.chars.dict.yaml:26091;說@jyut6ping3.chars.dict.yaml:26090"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","56","說","説 說","syut3","説 說","説@jyut6ping3.chars.dict.yaml:27936;說@jyut6ping3.chars.dict.yaml:27935"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","57","踊","踴 踊","jung2","踴 踊","踴@jyut6ping3.chars.dict.yaml:15773;踊@jyut6ping3.chars.dict.yaml:15772"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","57","踊","踴 踊","jung5","踴 踊","踴@jyut6ping3.chars.dict.yaml:15880;踊@jyut6ping3.chars.dict.yaml:15879"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","58","轀","輼 轀","wan1","輼 轀","輼@jyut6ping3.chars.dict.yaml:29980;轀@jyut6ping3.chars.dict.yaml:29981"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","59","醞","醖 醞","wan3","醖 醞","醖@jyut6ping3.chars.dict.yaml:30019;醞@jyut6ping3.chars.dict.yaml:30020"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","59","醞","醖 醞","wan5","醖 醞","醖@jyut6ping3.chars.dict.yaml:30102;醞@jyut6ping3.chars.dict.yaml:30103"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","60","鉢","缽 鉢","but3","缽 鉢","缽@jyut6ping3.chars.dict.yaml:1795;鉢@jyut6ping3.chars.dict.yaml:1798"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","61","鉤","鈎 鉤","gau1","鈎 鉤","鈎@jyut6ping3.chars.dict.yaml:8551;鉤@jyut6ping3.chars.dict.yaml:8552"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","61","鉤","鈎 鉤","ngau1","鈎 鉤","鈎@jyut6ping3.chars.dict.yaml:23178;鉤@jyut6ping3.chars.dict.yaml:23179"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","62","銳","鋭 銳","jeoi6","鋭 銳","鋭@jyut6ping3.chars.dict.yaml:13955;銳@jyut6ping3.chars.dict.yaml:13953"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","63","鍼","針 鍼","zam1","針 鍼","針@jyut6ping3.chars.dict.yaml:31490;鍼@jyut6ping3.chars.dict.yaml:31492"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","64","閱","閲 閱","jyut6","閲 閱","閲@jyut6ping3.chars.dict.yaml:16656;閱@jyut6ping3.chars.dict.yaml:16655"
"c99b16e44d2df77a5cb8fb0867dd2bab7a112cb0","eb193fb80675ffa60df3c32bf24afa7d7f68617a","4301001fb7bb52d5d1a9c032c519ac18ba50677e926e01006e34a48788385efa","jyut6ping3.chars;jyut6ping3.words;jyut6ping3.phrase;jyut6ping3.lettered;jyut6ping3.maps","145b561c68a697d5f2197da0c091caf4a0e9457f0a4c56cdf2ae7ad4b8ff8cc2","65","鰮","鰛 鰮","wan1","鰛 鰮","鰛@jyut6ping3.chars.dict.yaml:29986;鰮@jyut6ping3.chars.dict.yaml:29987"
