candidate_path,reference_path,line_number,reference_scope,reference_kind,matched_token,disposition
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/failed-attempts/eb117c53-web03-release-gate/run3/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,y4b-eb-proof\run3\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/failed-attempts/eb117c53-web03-release-gate/run4/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/failed-attempts/eb117c53-web03-release-gate/run4/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,y4b-eb-proof\run4\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/failed-attempts/eb117c53-web03-release-gate/run5/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/failed-attempts/eb117c53-web03-release-gate/run5/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,y4b-eb-proof\run5\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/run1/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/run1/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,y4b-d508-proof\performance\run1\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/run2/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/run2/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,y4b-d508-proof\performance\run2\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/run3/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/run3/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,y4b-d508-proof\performance\run3\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/run4/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/run4/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,y4b-d508-proof\performance\run4\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/run5/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4b-abbreviation-segmentation/performance-ratchet/run5/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,y4b-d508-proof\performance\run5\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run1/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4c-perf-e115\run1\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run1/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run1/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4c-perf-e115\run1\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run1/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run2/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4c-perf-e115\run2\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run2/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run2/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4c-perf-e115\run2\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run2/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run3/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4c-perf-e115\run3\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run3/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run3/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4c-perf-e115\run3\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run3/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run4/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4c-perf-e115\run4\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run4/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run4/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4c-perf-e115\run4\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run4/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run5/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4c-perf-e115\run5\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run5/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run5/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4c-perf-e115\run5\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4c-opencc-variants/performance-ratchet/run5/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run1/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4d-perf-final-38e759f6\run1\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run1/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run1/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4d-perf-final-38e759f6\run1\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run1/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run2/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4d-perf-final-38e759f6\run2\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run2/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run2/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4d-perf-final-38e759f6\run2\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run2/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run3/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4d-perf-final-38e759f6\run3\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run3/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run3/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4d-perf-final-38e759f6\run3\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run3/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run4/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4d-perf-final-38e759f6\run4\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run4/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run4/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4d-perf-final-38e759f6\run4\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run4/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run5/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4d-perf-final-38e759f6\run5\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run5/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run5/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4d-perf-final-38e759f6\run5\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4d-cangjie-cj1/performance-ratchet/run5/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run1/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4e-perf-5879405c\run1\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run1/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run1/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4e-perf-5879405c\run1\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run1/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run2/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4e-perf-5879405c\run2\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run2/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run2/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4e-perf-5879405c\run2\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run2/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run3/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4e-perf-5879405c\run3\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run3/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run3/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4e-perf-5879405c\run3\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run3/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run4/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4e-perf-5879405c\run4\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run4/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run4/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4e-perf-5879405c\run4\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run4/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run5/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4e-perf-5879405c\run5\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run5/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run5/track-a-yune/product_path_status.csv,2,evidence-artifact,unresolved-path-reference,m59-4e-perf-5879405c\run5\track-a-yune\rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/increment-4e-lane-b-exact-order/performance-ratchet/run5/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/lane-a-ranking-fix-2026-07-09/ratchet-README.md,9,evidence-doc,generic-output-name,m37_metrics.csv,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-baseline-ratchet-run1/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-baseline-ratchet-run1/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-fix-ratchet-run1/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-fix-ratchet-run1/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run1/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run1/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run2/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run2/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run3/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run3/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run4/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run4/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run5/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run5/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run6/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run6/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run7/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run7/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run8/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run8/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run9/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-canonical-jyutping-reachability-parity/phase-0-restored-ratchet-run9/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,24,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r1/samples.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,25,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r1/startup_session_trace.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,31,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r1/track-a-librime-1.17.0/m37_metrics.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,36,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r1/track-a-librime-1.17.0/samples.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,37,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r1/track-a-librime-1.17.0/startup_session_trace.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,41,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r1/track-a-yune/m37_metrics.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,46,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r1/track-a-yune/rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,47,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r1/track-a-yune/samples.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,48,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r1/track-a-yune/startup_session_trace.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,54,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r1/track-b-yune-product/m37_metrics.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,59,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r1/track-b-yune-product/samples.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,60,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r1/track-b-yune-product/startup_session_trace.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,72,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r2/samples.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,73,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r2/startup_session_trace.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,79,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r2/track-a-librime-1.17.0/m37_metrics.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,84,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r2/track-a-librime-1.17.0/samples.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,85,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r2/track-a-librime-1.17.0/startup_session_trace.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,89,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r2/track-a-yune/m37_metrics.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,94,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r2/track-a-yune/rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,95,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r2/track-a-yune/samples.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,96,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r2/track-a-yune/startup_session_trace.csv,informational
,docs/reports/evidence/m59-closeout-baseline/full-local-evidence-file-manifest.csv,102,evidence-manifest,unresolved-path-reference,m59-i0-fixed-45775182-r2/track-b-yune-product/m37_metrics.csv,informational
